transaction_id,date,product_id,quantity,unit_price,total_amount,discount_amount,customer_id,region
17699,2024-09-14,292,3,154.86,464.58,24.45,CUST5146,North
17700,2024-09-14,305,4,141.03,564.12,99.56,CUST9663,East
17701,2024-09-14,16,1,98.98,98.98,0.0,CUST5420,North
17702,2024-09-14,503,5,351.01,1755.05,309.7,CUST4141,South
17703,2024-09-14,521,2,248.86,497.72,87.82,CUST4228,West
17704,2024-09-14,125,2,232.14,464.28,116.08,CUST7423,East
17705,2024-09-14,188,1,46.76,46.76,2.46,CUST1202,South
17706,2024-09-14,440,1,62.19,62.19,0.0,CUST9485,East
17707,2024-09-14,471,1,155.99,155.99,17.33,CUST2103,East
17708,2024-09-14,543,3,451.37,1354.11,71.28,CUST8063,East
17709,2024-09-14,38,1,95.11,95.11,16.78,CUST2909,West
17710,2024-09-14,612,6,110.05,660.3,220.08,CUST2620,East
17711,2024-09-14,270,1,151.65,151.65,0.0,CUST8756,Central
17712,2024-09-14,120,2,204.28,408.56,0.0,CUST3792,Central
17713,2024-09-14,422,3,91.08,273.24,117.12,CUST1975,East
17714,2024-09-14,367,5,188.64,943.2,104.8,CUST3911,East
17715,2024-09-14,521,1,248.86,248.86,43.91,CUST3920,South
17716,2024-09-14,601,1,234.73,234.73,0.0,CUST2403,Central
17717,2024-09-14,455,5,158.4,792.0,41.7,CUST2902,North
17718,2024-09-14,2,2,103.64,207.28,23.04,CUST5638,South
17719,2024-09-14,5,2,83.42,166.84,29.44,CUST5429,Central
17720,2024-09-14,189,1,258.12,258.12,0.0,CUST2849,East
17721,2024-09-14,259,4,105.32,421.28,105.32,CUST2804,East
17722,2024-09-14,458,1,283.5,283.5,14.92,CUST1112,North
17723,2024-09-14,621,4,224.85,899.4,158.72,CUST4545,Central
17724,2024-09-14,320,1,97.56,97.56,5.14,CUST6928,West
17725,2024-09-14,204,5,135.08,675.4,0.0,CUST4105,Central
17726,2024-09-14,550,1,380.77,380.77,20.04,CUST2982,East
17727,2024-09-14,470,1,92.69,92.69,10.3,CUST3759,West
17728,2024-09-14,410,5,70.91,354.55,18.65,CUST6266,South
17729,2024-09-14,415,1,362.78,362.78,19.1,CUST1093,North
17730,2024-09-14,406,3,394.54,1183.62,295.92,CUST3658,North
17731,2024-09-14,622,5,190.52,952.6,238.15,CUST2770,West
17732,2024-09-14,576,3,177.01,531.03,132.75,CUST5947,North
17733,2024-09-14,47,1,107.01,107.01,11.89,CUST3492,North
17734,2024-09-14,228,1,57.02,57.02,3.0,CUST9291,East
17735,2024-09-14,364,2,57.58,115.16,20.32,CUST6033,West
17736,2024-09-14,442,1,58.87,58.87,0.0,CUST9244,Central
17737,2024-09-14,422,3,91.08,273.24,117.12,CUST9529,West
17738,2024-09-14,185,1,82.86,82.86,0.0,CUST7606,East
17739,2024-09-15,174,1,201.48,201.48,0.0,CUST9908,North
17740,2024-09-15,45,1,128.57,128.57,6.77,CUST9887,South
17741,2024-09-15,90,1,141.77,141.77,0.0,CUST8591,South
17742,2024-09-15,330,2,183.96,367.92,40.88,CUST3041,South
17743,2024-09-15,379,1,177.68,177.68,19.74,CUST7317,West
17744,2024-09-15,353,3,32.98,98.94,42.39,CUST6356,Central
17745,2024-09-15,488,1,64.03,64.03,0.0,CUST2667,West
17746,2024-09-15,454,2,396.96,793.92,41.78,CUST6114,East
17747,2024-09-15,216,1,58.32,58.32,10.29,CUST3027,East
17748,2024-09-15,102,5,58.91,294.55,73.65,CUST4135,South
17749,2024-09-15,202,3,133.13,399.39,99.87,CUST2862,Central
17750,2024-09-15,82,1,92.12,92.12,10.24,CUST1416,North
17751,2024-09-15,198,4,91.51,366.04,122.04,CUST2611,South
17752,2024-09-15,237,2,33.32,66.64,16.66,CUST2009,Central
17753,2024-09-15,384,2,188.69,377.38,94.34,CUST6155,South
17754,2024-09-15,486,4,261.49,1045.96,348.64,CUST4567,North
17755,2024-09-15,159,2,140.42,280.84,0.0,CUST6886,West
17756,2024-09-15,99,3,180.81,542.43,135.6,CUST9742,South
17757,2024-09-15,182,1,138.36,138.36,15.37,CUST4863,East
17758,2024-09-15,50,1,23.3,23.3,0.0,CUST3998,Central
17759,2024-09-15,21,1,34.07,34.07,1.79,CUST5107,North
17760,2024-09-15,353,4,32.98,131.92,56.52,CUST3054,South
17761,2024-09-15,88,3,103.87,311.61,0.0,CUST5125,West
17762,2024-09-15,116,1,220.14,220.14,24.46,CUST3853,West
17763,2024-09-15,259,4,105.32,421.28,105.32,CUST8808,North
17764,2024-09-15,211,2,207.17,414.34,73.12,CUST4976,South
17765,2024-09-15,259,2,105.32,210.64,52.66,CUST1164,South
17766,2024-09-15,240,1,262.54,262.54,29.17,CUST6130,South
17767,2024-09-15,341,2,250.61,501.22,0.0,CUST5147,South
17768,2024-09-15,379,1,177.68,177.68,19.74,CUST4960,Central
17769,2024-09-15,66,2,74.26,148.52,0.0,CUST7945,West
17770,2024-09-15,227,2,108.4,216.8,72.28,CUST1644,West
17771,2024-09-15,642,1,181.11,181.11,0.0,CUST8767,West
17772,2024-09-15,300,1,81.92,81.92,0.0,CUST1485,East
17773,2024-09-15,545,2,496.03,992.06,0.0,CUST3205,Central
17774,2024-09-15,250,2,205.16,410.32,175.86,CUST4242,Central
17775,2024-09-15,309,1,46.49,46.49,0.0,CUST9769,West
17776,2024-09-15,310,2,210.52,421.04,74.3,CUST7989,West
17777,2024-09-15,221,6,37.03,222.18,95.28,CUST8696,East
17778,2024-09-15,314,1,131.65,131.65,23.23,CUST1848,Central
17779,2024-09-15,324,2,161.73,323.46,57.08,CUST9179,West
17780,2024-09-15,449,4,145.53,582.12,145.56,CUST3196,North
17781,2024-09-15,87,3,86.57,259.71,0.0,CUST1650,West
17782,2024-09-15,431,3,379.04,1137.12,59.85,CUST6538,South
17783,2024-09-15,623,2,211.93,423.86,47.1,CUST5785,North
17784,2024-09-15,101,3,203.35,610.05,0.0,CUST1335,South
17785,2024-09-15,419,2,438.6,877.2,46.16,CUST4582,North
17786,2024-09-15,138,4,151.26,605.04,67.2,CUST7068,North
17787,2024-09-15,413,5,218.87,1094.35,364.8,CUST1305,Central
17788,2024-09-15,147,5,239.5,1197.5,63.0,CUST9078,South
17789,2024-09-15,369,2,108.77,217.54,54.38,CUST5647,West
17790,2024-09-15,316,2,178.08,356.16,89.04,CUST3253,East
17791,2024-09-15,471,3,155.99,467.97,51.99,CUST5530,South
17792,2024-09-15,234,2,85.71,171.42,42.86,CUST8082,East
17793,2024-09-15,91,2,64.34,128.68,0.0,CUST5740,North
17794,2024-09-15,606,1,137.82,137.82,7.25,CUST8157,Central
17795,2024-09-15,100,2,229.09,458.18,80.84,CUST4397,Central
17796,2024-09-15,239,3,44.93,134.79,15.0,CUST3914,West
17797,2024-09-15,89,1,104.33,104.33,5.49,CUST8117,South
17798,2024-09-15,52,3,54.78,164.34,18.27,CUST6227,South
17799,2024-09-15,310,3,210.52,631.56,111.45,CUST4596,Central
17800,2024-09-15,231,2,55.56,111.12,12.34,CUST2694,Central
17801,2024-09-15,455,2,158.4,316.8,16.68,CUST3773,Central
17802,2024-09-15,601,1,234.73,234.73,0.0,CUST4124,West
17803,2024-09-15,144,2,140.14,280.28,31.14,CUST4140,South
17804,2024-09-15,270,2,151.65,303.3,0.0,CUST8527,Central
17805,2024-09-15,478,2,226.52,453.04,23.86,CUST7987,Central
17806,2024-09-15,348,2,54.91,109.82,12.2,CUST1349,West
17807,2024-09-15,26,1,124.14,124.14,21.91,CUST1650,East
17808,2024-09-15,118,5,70.31,351.55,62.05,CUST3959,South
17809,2024-09-15,356,4,211.74,846.96,94.08,CUST6771,West
17810,2024-09-15,235,6,63.26,379.56,162.66,CUST4784,North
17811,2024-09-15,265,5,36.18,180.9,45.2,CUST9537,Central
17812,2024-09-15,522,4,174.09,696.36,77.4,CUST7016,Central
17813,2024-09-15,528,2,474.12,948.24,49.9,CUST4854,North
17814,2024-09-15,349,4,97.14,388.56,43.16,CUST2321,West
17815,2024-09-15,612,2,110.05,220.1,73.36,CUST4065,North
17816,2024-09-15,318,1,55.99,55.99,2.95,CUST4132,East
17817,2024-09-15,626,1,232.81,232.81,12.26,CUST5086,East
17818,2024-09-15,213,2,40.99,81.98,9.1,CUST8660,North
17819,2024-09-15,100,1,229.09,229.09,40.42,CUST6671,North
17820,2024-09-15,92,2,112.17,224.34,56.08,CUST8688,North
17821,2024-09-15,430,1,304.18,304.18,0.0,CUST9120,West
17822,2024-09-15,276,5,136.36,681.8,170.4,CUST7143,North
17823,2024-09-15,211,1,207.17,207.17,36.56,CUST5874,Central
17824,2024-09-15,64,3,101.07,303.21,75.81,CUST5629,Central
17825,2024-09-15,443,1,409.96,409.96,0.0,CUST7545,South
17826,2024-09-15,188,2,46.76,93.52,4.92,CUST6677,West
17827,2024-09-15,22,3,18.35,55.05,18.36,CUST7191,Central
17828,2024-09-15,341,2,250.61,501.22,0.0,CUST7818,West
17829,2024-09-15,114,3,278.08,834.24,43.89,CUST3052,North
17830,2024-09-15,525,1,441.54,441.54,0.0,CUST4894,Central
17831,2024-09-15,165,5,143.29,716.45,0.0,CUST1188,East
17832,2024-09-15,193,3,182.78,548.34,137.07,CUST6872,North
17833,2024-09-15,247,1,104.89,104.89,0.0,CUST5214,Central
17834,2024-09-15,3,5,40.28,201.4,0.0,CUST5578,East
17835,2024-09-15,523,2,403.82,807.64,89.74,CUST5553,South
17836,2024-09-15,564,2,84.69,169.38,8.9,CUST3668,East
17837,2024-09-15,385,3,97.89,293.67,73.41,CUST6452,East
17838,2024-09-15,615,2,280.89,561.78,29.56,CUST2651,South
17839,2024-09-15,258,2,42.21,84.42,0.0,CUST4095,North
17840,2024-09-15,29,2,31.5,63.0,0.0,CUST6364,Central
17841,2024-09-15,486,2,261.49,522.98,174.32,CUST2102,East
17842,2024-09-15,448,3,350.64,1051.92,0.0,CUST5819,North
17843,2024-09-15,294,3,50.48,151.44,0.0,CUST7774,South
17844,2024-09-15,147,1,239.5,239.5,12.6,CUST6806,North
17845,2024-09-15,27,3,113.71,341.13,85.26,CUST2630,North
17846,2024-09-15,335,2,80.37,160.74,0.0,CUST7729,West
17847,2024-09-15,407,6,79.57,477.42,159.18,CUST6056,East
17848,2024-09-15,61,4,99.97,399.88,100.0,CUST2757,South
17849,2024-09-15,419,1,438.6,438.6,23.08,CUST8026,South
17850,2024-09-15,454,1,396.96,396.96,20.89,CUST7584,East
17851,2024-09-15,457,2,314.32,628.64,33.1,CUST1160,East
17852,2024-09-15,551,4,53.22,212.88,91.24,CUST1498,East
17853,2024-09-15,624,3,65.44,196.32,0.0,CUST2063,West
17854,2024-09-15,155,4,244.7,978.8,0.0,CUST4888,West
17855,2024-09-15,238,2,120.74,241.48,103.48,CUST3332,South
17856,2024-09-15,249,1,187.59,187.59,0.0,CUST4887,East
17857,2024-09-15,171,1,154.6,154.6,8.14,CUST3200,West
17858,2024-09-15,69,1,74.33,74.33,13.11,CUST8976,Central
17859,2024-09-15,339,1,57.24,57.24,3.01,CUST8636,North
17860,2024-09-15,617,1,87.54,87.54,0.0,CUST4255,South
17861,2024-09-15,36,1,120.39,120.39,0.0,CUST4546,Central
17862,2024-09-15,595,1,94.57,94.57,16.69,CUST2835,South
17863,2024-09-15,325,1,230.92,230.92,12.16,CUST9453,North
17864,2024-09-15,224,1,251.79,251.79,44.43,CUST8231,North
17865,2024-09-15,630,1,42.6,42.6,4.74,CUST9623,Central
17866,2024-09-15,642,1,181.11,181.11,0.0,CUST4769,East
17867,2024-09-15,225,1,131.59,131.59,0.0,CUST6033,West
17868,2024-09-15,488,4,64.03,256.12,0.0,CUST6245,South
17869,2024-09-15,444,1,343.74,343.74,0.0,CUST2966,North
17870,2024-09-15,548,1,153.8,153.8,0.0,CUST3641,West
17871,2024-09-15,334,1,96.41,96.41,0.0,CUST6196,Central
17872,2024-09-15,60,1,122.43,122.43,13.6,CUST7932,South
17873,2024-09-15,500,1,453.73,453.73,23.88,CUST9159,South
17874,2024-09-15,404,2,352.85,705.7,235.24,CUST2152,North
17875,2024-09-15,212,1,51.89,51.89,2.74,CUST6010,Central
17876,2024-09-15,507,1,474.83,474.83,0.0,CUST4372,South
17877,2024-09-15,579,4,58.26,233.04,58.24,CUST2722,North
17878,2024-09-15,7,1,128.22,128.22,0.0,CUST9766,Central
17879,2024-09-15,485,1,289.64,289.64,15.24,CUST7598,South
17880,2024-09-15,455,1,158.4,158.4,8.34,CUST4944,North
17881,2024-09-15,304,2,81.42,162.84,8.58,CUST8077,East
17882,2024-09-15,244,2,42.27,84.54,0.0,CUST5250,North
17883,2024-09-15,582,1,102.41,102.41,18.07,CUST1438,South
17884,2024-09-15,218,2,44.8,89.6,15.82,CUST9725,North
17885,2024-09-15,488,1,64.03,64.03,0.0,CUST9346,North
17886,2024-09-15,550,1,380.77,380.77,20.04,CUST4988,West
17887,2024-09-15,253,1,214.88,214.88,0.0,CUST5879,Central
17888,2024-09-15,517,1,153.5,153.5,0.0,CUST7098,North
17889,2024-09-15,39,1,120.27,120.27,0.0,CUST1613,North
17890,2024-09-15,56,1,57.67,57.67,0.0,CUST3113,North
17891,2024-09-15,299,1,210.24,210.24,0.0,CUST9205,South
17892,2024-09-15,133,2,226.86,453.72,80.06,CUST5989,North
17893,2024-09-15,31,1,70.53,70.53,0.0,CUST5142,North
17894,2024-09-15,612,4,110.05,440.2,146.72,CUST9912,North
17895,2024-09-15,493,1,358.8,358.8,18.88,CUST8335,North
17896,2024-09-15,167,1,33.89,33.89,0.0,CUST3207,Central
17897,2024-09-15,247,1,104.89,104.89,0.0,CUST5289,West
17898,2024-09-15,535,1,209.58,209.58,0.0,CUST2026,West
17899,2024-09-15,522,1,174.09,174.09,19.35,CUST8710,Central
17900,2024-09-15,293,3,201.02,603.06,0.0,CUST8300,South
17901,2024-09-15,504,2,289.22,578.44,144.6,CUST4010,North
17902,2024-09-15,302,2,77.79,155.58,0.0,CUST5612,Central
17903,2024-09-15,615,1,280.89,280.89,14.78,CUST8835,North
17904,2024-09-15,8,1,43.64,43.64,0.0,CUST4434,South
17905,2024-09-15,414,3,195.56,586.68,30.9,CUST1337,East
17906,2024-09-15,351,1,173.8,173.8,0.0,CUST4075,East
17907,2024-09-15,205,4,274.45,1097.8,0.0,CUST9119,East
17908,2024-09-15,583,6,58.72,352.32,88.14,CUST4490,South
17909,2024-09-15,129,1,240.35,240.35,42.41,CUST6026,East
17910,2024-09-15,604,2,203.77,407.54,21.44,CUST3125,North
17911,2024-09-15,125,3,232.14,696.42,174.12,CUST1710,West
17912,2024-09-15,552,2,335.78,671.56,223.84,CUST6918,North
17913,2024-09-15,587,3,200.59,601.77,0.0,CUST1737,North
17914,2024-09-15,186,1,57.21,57.21,0.0,CUST5820,West
17915,2024-09-15,381,2,67.4,134.8,7.1,CUST1031,North
17916,2024-09-15,372,1,208.67,208.67,23.18,CUST1196,East
17917,2024-09-15,156,2,148.52,297.04,0.0,CUST2810,South
17918,2024-09-15,567,4,86.47,345.88,0.0,CUST2998,South
17919,2024-09-15,125,2,232.14,464.28,116.08,CUST6508,East
17920,2024-09-15,33,2,50.87,101.74,11.3,CUST6471,West
17921,2024-09-15,1,4,48.08,192.32,82.44,CUST5971,South
17922,2024-09-15,356,1,211.74,211.74,23.52,CUST1775,West
17923,2024-09-15,109,1,100.18,100.18,17.68,CUST3404,South
17924,2024-09-15,610,3,206.72,620.16,0.0,CUST4801,Central
17925,2024-09-15,190,2,249.91,499.82,0.0,CUST6854,West
17926,2024-09-15,132,1,61.04,61.04,6.78,CUST8606,South
17927,2024-09-15,118,4,70.31,281.24,49.64,CUST2394,West
17928,2024-09-15,366,5,59.48,297.4,74.35,CUST7189,North
17929,2024-09-15,491,3,170.35,511.05,90.18,CUST9564,Central
17930,2024-09-15,146,3,38.24,114.72,0.0,CUST9139,Central
17931,2024-09-15,414,2,195.56,391.12,20.6,CUST8437,West
17932,2024-09-15,162,2,208.25,416.5,0.0,CUST7938,West
17933,2024-09-15,569,1,246.83,246.83,13.0,CUST8175,East
17934,2024-09-15,190,1,249.91,249.91,0.0,CUST2041,South
17935,2024-09-15,306,3,34.52,103.56,18.27,CUST9193,West
17936,2024-09-15,189,1,258.12,258.12,0.0,CUST8613,North
17937,2024-09-15,567,3,86.47,259.41,0.0,CUST3110,South
17938,2024-09-15,30,1,24.59,24.59,1.29,CUST9798,North
17939,2024-09-15,532,3,375.94,1127.82,59.34,CUST9733,Central
17940,2024-09-15,307,1,199.53,199.53,0.0,CUST4657,Central
17941,2024-09-15,548,1,153.8,153.8,0.0,CUST8478,South
17942,2024-09-15,93,2,45.5,91.0,16.06,CUST1683,East
17943,2024-09-15,637,1,240.56,240.56,0.0,CUST9301,West
17944,2024-09-15,390,2,201.97,403.94,44.88,CUST4683,North
17945,2024-09-15,493,2,358.8,717.6,37.76,CUST5504,East
17946,2024-09-15,329,1,101.29,101.29,5.33,CUST2915,Central
17947,2024-09-15,530,2,239.35,478.7,53.18,CUST5143,East
17948,2024-09-15,429,2,63.12,126.24,6.66,CUST6596,Central
17949,2024-09-15,14,1,41.36,41.36,4.6,CUST7715,Central
17950,2024-09-15,382,1,82.53,82.53,14.56,CUST2384,West
17951,2024-09-15,578,1,167.47,167.47,29.56,CUST4659,East
17952,2024-09-15,565,2,217.71,435.42,0.0,CUST2859,Central
17953,2024-09-15,145,1,96.63,96.63,10.74,CUST1501,West
17954,2024-09-15,36,1,120.39,120.39,0.0,CUST7598,East
17955,2024-09-15,607,1,63.05,63.05,11.13,CUST1656,South
17956,2024-09-15,415,1,362.78,362.78,19.1,CUST2752,East
17957,2024-09-15,541,1,403.86,403.86,0.0,CUST8937,East
17958,2024-09-15,109,1,100.18,100.18,17.68,CUST9355,East
17959,2024-09-15,51,3,21.68,65.04,7.23,CUST4157,Central
17960,2024-09-15,516,4,59.99,239.96,26.64,CUST2737,Central
17961,2024-09-15,588,2,181.06,362.12,40.24,CUST6329,South
17962,2024-09-15,621,2,224.85,449.7,79.36,CUST7411,South
17963,2024-09-15,248,1,147.44,147.44,7.76,CUST1540,East
17964,2024-09-15,166,3,107.2,321.6,56.73,CUST5569,East
17965,2024-09-16,409,2,300.27,600.54,31.6,CUST4859,Central
17966,2024-09-16,288,5,197.13,985.65,328.55,CUST3993,West
17967,2024-09-16,550,3,380.77,1142.31,60.12,CUST2329,Central
17968,2024-09-16,244,1,42.27,42.27,0.0,CUST6180,East
17969,2024-09-16,422,2,91.08,182.16,78.08,CUST1509,West
17970,2024-09-16,403,1,204.73,204.73,36.13,CUST4733,Central
17971,2024-09-16,149,1,237.9,237.9,0.0,CUST6144,West
17972,2024-09-16,295,3,64.57,193.71,0.0,CUST8472,North
17973,2024-09-16,347,2,167.05,334.1,0.0,CUST3298,North
17974,2024-09-16,564,1,84.69,84.69,4.45,CUST8671,North
17975,2024-09-16,150,5,198.18,990.9,0.0,CUST6818,South
17976,2024-09-16,12,1,55.08,55.08,2.9,CUST8514,Central
17977,2024-09-16,250,6,205.16,1230.96,527.58,CUST5572,South
17978,2024-09-16,268,3,178.22,534.66,178.23,CUST1903,East
17979,2024-09-16,311,3,79.82,239.46,0.0,CUST6882,East
17980,2024-09-16,320,1,97.56,97.56,5.14,CUST6514,South
17981,2024-09-16,251,1,196.65,196.65,21.85,CUST6236,East
17982,2024-09-16,153,2,158.23,316.46,135.62,CUST5627,North
17983,2024-09-16,402,1,278.4,278.4,30.93,CUST8375,Central
17984,2024-09-16,200,3,197.82,593.46,104.76,CUST7769,West
17985,2024-09-16,218,1,44.8,44.8,7.91,CUST8667,Central
17986,2024-09-16,353,2,32.98,65.96,28.26,CUST9611,Central
17987,2024-09-16,430,1,304.18,304.18,0.0,CUST3699,South
17988,2024-09-16,437,3,322.81,968.43,50.97,CUST2734,North
17989,2024-09-16,80,2,43.26,86.52,15.26,CUST1634,West
17990,2024-09-16,189,2,258.12,516.24,0.0,CUST3291,North
17991,2024-09-16,260,4,296.56,1186.24,0.0,CUST5542,North
17992,2024-09-16,263,2,243.53,487.06,25.64,CUST6084,West
17993,2024-09-16,255,1,243.48,243.48,42.97,CUST2114,North
17994,2024-09-16,121,2,198.75,397.5,170.34,CUST3847,East
17995,2024-09-16,376,2,46.17,92.34,30.78,CUST7595,North
17996,2024-09-16,191,4,52.62,210.48,37.12,CUST8267,East
17997,2024-09-16,9,2,53.6,107.2,11.9,CUST9057,Central
17998,2024-09-16,137,6,198.08,1188.48,396.18,CUST1255,East
17999,2024-09-16,566,1,356.76,356.76,18.78,CUST2552,North
18000,2024-09-16,397,1,149.93,149.93,16.66,CUST6089,Central
18001,2024-09-16,30,2,24.59,49.18,2.58,CUST8004,West
18002,2024-09-16,596,1,43.37,43.37,4.81,CUST8921,North
18003,2024-09-16,335,1,80.37,80.37,0.0,CUST9549,West
18004,2024-09-16,56,2,57.67,115.34,0.0,CUST5212,East
18005,2024-09-16,509,1,118.13,118.13,13.13,CUST3440,West
18006,2024-09-16,405,2,252.88,505.76,0.0,CUST3065,East
18007,2024-09-16,375,1,247.27,247.27,27.48,CUST5925,West
18008,2024-09-16,426,1,68.16,68.16,12.02,CUST1971,East
18009,2024-09-16,72,2,80.41,160.82,8.46,CUST9988,West
18010,2024-09-16,224,1,251.79,251.79,44.43,CUST8700,North
18011,2024-09-16,481,1,78.53,78.53,8.73,CUST2883,North
18012,2024-09-16,17,6,21.34,128.04,42.72,CUST2924,Central
18013,2024-09-16,497,1,155.22,155.22,17.25,CUST8588,West
18014,2024-09-16,64,3,101.07,303.21,75.81,CUST1225,South
18015,2024-09-16,640,3,65.05,195.15,10.26,CUST4968,South
18016,2024-09-16,315,2,39.9,79.8,0.0,CUST6346,West
18017,2024-09-16,361,1,283.35,283.35,0.0,CUST1770,East
18018,2024-09-16,44,1,103.36,103.36,11.49,CUST5812,South
18019,2024-09-16,533,1,203.67,203.67,35.94,CUST1477,West
18020,2024-09-16,511,1,363.84,363.84,0.0,CUST5002,South
18021,2024-09-16,490,3,246.03,738.09,81.99,CUST6045,West
18022,2024-09-16,327,1,160.18,160.18,28.27,CUST7932,Central
18023,2024-09-16,504,3,289.22,867.66,216.9,CUST8911,East
18024,2024-09-16,101,2,203.35,406.7,0.0,CUST1980,South
18025,2024-09-16,19,4,59.6,238.4,0.0,CUST1934,East
18026,2024-09-16,91,1,64.34,64.34,0.0,CUST4728,Central
18027,2024-09-16,467,1,443.68,443.68,49.3,CUST2656,West
18028,2024-09-16,520,2,75.44,150.88,7.94,CUST8246,Central
18029,2024-09-16,309,1,46.49,46.49,0.0,CUST9195,Central
18030,2024-09-16,34,2,30.66,61.32,15.32,CUST3338,East
18031,2024-09-16,48,1,114.21,114.21,6.02,CUST7618,Central
18032,2024-09-16,227,2,108.4,216.8,72.28,CUST3635,East
18033,2024-09-16,411,1,411.28,411.28,0.0,CUST8653,North
18034,2024-09-16,255,4,243.48,973.92,171.88,CUST5628,Central
18035,2024-09-16,239,2,44.93,89.86,10.0,CUST2985,North
18036,2024-09-16,419,2,438.6,877.2,46.16,CUST4139,North
18037,2024-09-16,286,2,143.46,286.92,50.64,CUST2527,Central
18038,2024-09-16,199,1,248.68,248.68,13.09,CUST7979,East
18039,2024-09-16,104,4,48.79,195.16,34.44,CUST5015,South
18040,2024-09-16,326,4,48.12,192.48,21.4,CUST5054,North
18041,2024-09-16,207,1,258.0,258.0,28.66,CUST5330,East
18042,2024-09-16,455,2,158.4,316.8,16.68,CUST7208,East
18043,2024-09-16,357,1,149.46,149.46,7.87,CUST2587,Central
18044,2024-09-16,381,2,67.4,134.8,7.1,CUST3043,South
18045,2024-09-16,525,4,441.54,1766.16,0.0,CUST8597,East
18046,2024-09-16,46,1,30.22,30.22,5.33,CUST2321,West
18047,2024-09-16,345,1,237.76,237.76,0.0,CUST1931,North
18048,2024-09-16,599,2,204.99,409.98,175.7,CUST5026,East
18049,2024-09-16,345,1,237.76,237.76,0.0,CUST4965,West
18050,2024-09-16,39,4,120.27,481.08,0.0,CUST5436,South
18051,2024-09-16,368,4,101.51,406.04,101.48,CUST3532,East
18052,2024-09-16,514,4,350.34,1401.36,350.32,CUST7247,West
18053,2024-09-16,567,2,86.47,172.94,0.0,CUST5849,North
18054,2024-09-16,176,6,132.68,796.08,199.02,CUST6416,South
18055,2024-09-16,17,2,21.34,42.68,14.24,CUST7224,South
18056,2024-09-16,75,1,26.69,26.69,0.0,CUST6164,North
18057,2024-09-16,262,6,233.5,1401.0,350.28,CUST3536,South
18058,2024-09-16,218,5,44.8,224.0,39.55,CUST3022,North
18059,2024-09-16,464,2,153.81,307.62,34.18,CUST6514,East
18060,2024-09-16,142,1,131.41,131.41,0.0,CUST2789,North
18061,2024-09-16,80,1,43.26,43.26,7.63,CUST2860,Central
18062,2024-09-16,582,1,102.41,102.41,18.07,CUST1442,South
18063,2024-09-16,8,3,43.64,130.92,0.0,CUST1454,West
18064,2024-09-16,462,2,384.67,769.34,135.76,CUST1189,West
18065,2024-09-16,542,2,190.33,380.66,95.16,CUST2678,South
18066,2024-09-16,130,1,183.92,183.92,0.0,CUST7586,Central
18067,2024-09-16,198,4,91.51,366.04,122.04,CUST4340,North
18068,2024-09-16,449,3,145.53,436.59,109.17,CUST1541,East
18069,2024-09-16,120,3,204.28,612.84,0.0,CUST3106,South
18070,2024-09-16,322,3,82.74,248.22,13.05,CUST2235,East
18071,2024-09-16,296,1,60.74,60.74,6.74,CUST5338,South
18072,2024-09-16,492,1,97.97,97.97,0.0,CUST7944,West
18073,2024-09-16,47,1,107.01,107.01,11.89,CUST5003,East
18074,2024-09-16,421,1,47.51,47.51,8.38,CUST4279,Central
18075,2024-09-16,327,2,160.18,320.36,56.54,CUST5350,South
18076,2024-09-16,139,1,220.99,220.99,24.55,CUST6176,West
18077,2024-09-16,15,2,97.01,194.02,0.0,CUST2964,North
18078,2024-09-16,296,4,60.74,242.96,26.96,CUST7706,North
18079,2024-09-16,638,2,159.74,319.48,0.0,CUST6122,Central
18080,2024-09-16,545,1,496.03,496.03,0.0,CUST6096,East
18081,2024-09-16,391,2,195.63,391.26,43.48,CUST3321,West
18082,2024-09-16,607,2,63.05,126.1,22.26,CUST2397,Central
18083,2024-09-16,190,4,249.91,999.64,0.0,CUST5509,East
18084,2024-09-16,483,2,170.92,341.84,17.98,CUST6154,South
18085,2024-09-16,471,1,155.99,155.99,17.33,CUST8185,East
18086,2024-09-16,93,2,45.5,91.0,16.06,CUST9770,South
18087,2024-09-16,117,2,176.48,352.96,18.56,CUST7577,Central
18088,2024-09-16,319,3,173.81,521.43,0.0,CUST3084,Central
18089,2024-09-16,459,3,136.88,410.64,136.89,CUST7041,North
18090,2024-09-16,636,3,174.12,522.36,130.59,CUST9746,North
18091,2024-09-16,25,2,91.07,182.14,0.0,CUST5418,Central
18092,2024-09-16,247,2,104.89,209.78,0.0,CUST6094,North
18093,2024-09-16,47,3,107.01,321.03,35.67,CUST3997,South
18094,2024-09-16,587,1,200.59,200.59,0.0,CUST3188,South
18095,2024-09-16,241,4,169.95,679.8,119.96,CUST6690,Central
18096,2024-09-16,234,3,85.71,257.13,64.29,CUST7069,Central
18097,2024-09-16,164,1,161.71,161.71,17.97,CUST4768,East
18098,2024-09-16,374,2,120.29,240.58,26.72,CUST9375,North
18099,2024-09-16,569,1,246.83,246.83,13.0,CUST4379,East
18100,2024-09-16,577,1,185.57,185.57,32.75,CUST3808,Central
18101,2024-09-16,535,5,209.58,1047.9,0.0,CUST9484,North
18102,2024-09-16,571,1,240.03,240.03,12.63,CUST6506,North
18103,2024-09-16,276,4,136.36,545.44,136.32,CUST9123,East
18104,2024-09-16,12,4,55.08,220.32,11.6,CUST1746,West
18105,2024-09-16,643,3,106.33,318.99,35.43,CUST9330,North
